date,ticker,open,high,low,close,share_volume,daily_return,dollar_volume
2020-02-07,AAPL,80.59249877929688,80.8499984741211,79.5,77.25635528564453,117684000,-0.013593146411619017,9091836915.435791
2020-02-10,AAPL,78.54499816894531,80.38749694824219,78.4625015258789,77.62328338623047,109348800,0.004749487588810997,8488012890.344238
2020-02-11,AAPL,80.9000015258789,80.9749984741211,79.67749786376953,77.15497589111328,94323200,-0.00603308021366511,7277504221.972656
2020-02-12,AAPL,80.36750030517578,81.80500030517578,80.36750030517578,78.98722839355469,113730400,0.023747690687211387,8983249080.090332
2020-02-13,AAPL,81.04750061035156,81.55500030517578,80.8375015258789,78.42476654052734,94747600,-0.007120921501699851,7430558410.275269
2020-02-14,AAPL,81.18499755859375,81.49500274658203,80.7125015258789,78.44407653808594,80113600,0.0002462232074176285,6284437370.141602
2020-02-18,AAPL,78.83999633789062,79.9375,78.65249633789062,77.00772094726562,152531200,-0.01831056791296326,11746080085.351562
2020-02-19,AAPL,80.0,81.14250183105469,80.0,78.12300872802734,93984000,0.014482804672604876,7342312852.294922
2020-02-20,AAPL,80.65750122070312,81.1624984741211,79.55249786376953,77.32154083251953,100566000,-0.010259050548065751,7775918075.363159
2020-02-21,AAPL,79.65499877929688,80.11250305175781,77.625,75.57135772705078,129554000,-0.022635129701562673,9790571678.970337
2020-02-24,AAPL,74.31500244140625,76.04499816894531,72.30750274658203,71.9817123413086,222195200,-0.0475000779886382,15993990970.019531
2020-02-25,AAPL,75.23750305175781,75.63249969482422,71.53250122070312,69.54351806640625,230673600,-0.033872412805927676,16041853669.042969
2020-02-26,AAPL,71.63249969482422,74.47000122070312,71.625,70.64673614501953,198054800,0.01586370821159533,13991925197.854614
2020-02-27,AAPL,70.2750015258789,71.5,68.23999786376953,66.0286865234375,320605600,-0.06536819495952884,21169166660.058594
2020-02-28,AAPL,64.31500244140625,69.60250091552734,64.09249877929688,65.99004364013672,426510000,-0.0005852438589258879,28145413512.954712
2020-03-02,AAPL,70.56999969482422,75.36000061035156,69.43000030517578,72.13379669189453,341397200,0.0931012121352961,24626276215.982056
2020-03-03,AAPL,75.9175033569336,76.0,71.44999694824219,69.8428726196289,319475600,-0.03175937185243227,22313093635.879517
2020-03-04,AAPL,74.11000061035156,75.8499984741211,73.28250122070312,73.08248138427734,219178400,0.046384242845961765,16018101337.835693
2020-03-05,AAPL,73.87999725341797,74.88749694824219,72.85250091552734,70.71192932128906,187572800,-0.03243666632668918,13263634576.19629
2020-03-06,AAPL,70.5,72.70500183105469,70.30750274658203,69.77286529541016,226176800,-0.013280135825627704,15781003399.346924
2020-03-09,AAPL,65.9375,69.52249908447266,65.75,64.25436401367188,286744800,-0.07909237005494318,18424604758.22754
2020-03-10,AAPL,69.28500366210938,71.61000061035156,67.34249877929688,68.88206481933594,285290000,0.07202157980552726,19651364272.30835
2020-03-11,AAPL,69.34750366210938,70.30500030517578,67.96499633789062,66.48977661132812,255598800,-0.03473020465170884,16994707114.123535
2020-03-12,AAPL,63.98500061035156,67.5,62.0,59.9235954284668,418474000,-0.0987547487374566,25076466673.332214
2020-03-13,AAPL,66.22250366210938,69.9800033569336,63.23749923706055,67.1029281616211,370732000,0.11980811034151895,24877202763.21411
2020-03-16,AAPL,60.48749923706055,64.7699966430664,60.0,58.4703483581543,322423600,-0.1286468420971847,18852220210.890198
2020-03-17,AAPL,61.877498626708984,64.40249633789062,59.599998474121094,61.04128646850586,324056000,0.04396994686269928,19780795127.838135
2020-03-18,AAPL,59.942501068115234,62.5,59.279998779296875,59.54700469970703,300233600,-0.024479853804683538,17878011590.20996
2020-03-19,AAPL,61.84749984741211,63.209999084472656,60.65250015258789,59.09074783325195,271857200,-0.007662129585794597,16064245251.853943
2020-03-20,AAPL,61.79499816894531,62.95750045776367,57.0,55.33934020996094,401693200,-0.06348553302925031,22229436654.82788
2020-03-23,AAPL,57.02000045776367,57.125,53.15250015258789,54.16370391845703,336752800,-0.021244132782275105,18239778952.911377
2020-03-24,AAPL,59.09000015258789,61.92250061035156,58.57500076293945,59.597694396972656,287531200,0.10032531170129078,17136196587.194824
2020-03-25,AAPL,62.6875,64.5625,61.07500076293945,59.269386291503906,303602000,-0.0055087383629630615,17994304216.87317
2020-03-26,AAPL,61.630001068115234,64.66999816894531,61.59000015258789,62.388336181640625,252087200,0.05262328640956104,15727300980.688477
2020-03-27,AAPL,63.1875,63.967498779296875,61.76250076293945,59.8052978515625,204216800,-0.04140258401118013,12213246550.292969
2020-03-30,AAPL,62.685001373291016,63.880001068115234,62.349998474121094,61.51203155517578,167976400,0.028538169107516387,10332569617.32483
2020-03-31,AAPL,63.900001525878906,65.62249755859375,63.0,61.38648986816406,197002000,-0.002040928966865807,12093261277.008057
2020-04-01,AAPL,61.625,62.18000030517578,59.782501220703125,58.156524658203125,176218400,-0.05261687411835625,10248249724.829102
2020-04-02,AAPL,60.084999084472656,61.287498474121094,59.224998474121094,59.126956939697266,165934000,0.016686559026653613,9811172472.831726
2020-04-03,AAPL,60.70000076293945,61.42499923706055,59.74250030517578,58.277217864990234,129880000,-0.014371432569642795,7569045056.304932
2020-04-06,AAPL,62.724998474121094,65.77749633789062,62.345001220703125,63.36119079589844,201820400,0.08723774258898476,12787580870.904541
2020-04-07,AAPL,67.69999694824219,67.92500305175781,64.75,62.62731170654297,202887200,-0.011582469965242148,12706279915.667725
2020-04-08,AAPL,65.68499755859375,66.84249877929688,65.30750274658203,64.2302474975586,168895200,0.0255948362996421,10848180497.149658
2020-04-09,AAPL,67.17500305175781,67.51750183105469,66.17500305175781,64.6937255859375,161834800,0.00721588513879734,10469696141.455078
2020-04-13,AAPL,67.07749938964844,68.42500305175781,66.4574966430664,65.9635238647461,131022800,0.019627842844231136,8642725594.625854
2020-04-14,AAPL,70.0,72.0625,69.51249694824219,69.29487609863281,194994800,0.05050294524466947,13512140505.877686
2020-04-15,AAPL,70.5999984741211,71.5824966430664,70.15750122070312,68.66239166259766,131154400,-0.00912743440272401,9005374781.072998
2020-04-16,AAPL,71.84500122070312,72.05000305175781,70.5875015258789,69.20796966552734,157125200,0.007945805406992301,10874316075.289917
2020-04-17,AAPL,71.17250061035156,71.73750305175781,69.21499633789062,68.2689208984375,215250000,-0.013568506223028076,14694885223.388672
2020-04-20,AAPL,69.48750305175781,70.41999816894531,69.2125015258789,66.85187530517578,130015200,-0.02075681839720056,8691759938.17749
2020-04-21,AAPL,69.06999969482422,69.3125,66.35749816894531,64.78546142578125,180991600,-0.03091033527423792,11725624320.19043
2020-04-22,AAPL,68.40249633789062,69.4749984741211,68.05000305175781,66.6515121459961,116862400,0.02880354139875352,7789055673.010254
2020-04-23,AAPL,68.96749877929688,70.4375,68.71749877929688,66.39320373535156,124814400,-0.003875507131462008,8286827888.305664
2020-04-24,AAPL,69.30000305175781,70.75250244140625,69.25,68.3099594116211,126161200,0.028869757270787444,8618066451.321411
2020-04-27,AAPL,70.44999694824219,71.13500213623047,69.98750305175781,68.35823059082031,117087600,0.0007066492150631376,8003901160.125732
2020-04-28,AAPL,71.2699966430664,71.4574966430664,69.55000305175781,67.25019073486328,112004800,-0.016209311539813753,7532344163.220215
2020-04-29,AAPL,71.18250274658203,72.4175033569336,70.97250366210938,69.45904541015625,137280800,0.032845329524810785,9535393321.142578
2020-04-30,AAPL,72.48999786376953,73.63249969482422,72.0875015258789,70.92434692382812,183064000,0.021095906300169442,12983694645.263672
2020-05-01,AAPL,71.5625,74.75,71.4625015258789,69.78248596191406,240616800,-0.016099703577678426,16790838468.200684
2020-05-04,AAPL,72.2925033569336,73.42250061035156,71.58000183105469,70.76985931396484,133568000,0.014149300335755788,9452588568.847656
2020-05-05,AAPL,73.76499938964844,75.25,73.61499786376953,71.83203887939453,147751200,0.015008925773293047,10613269942.877197
2020-05-06,AAPL,75.11499786376953,75.80999755859375,74.71749877929688,72.57311248779297,142333600,0.010316755864923977,10329592363.59253
2020-05-07,AAPL,75.80500030517578,76.2925033569336,75.49250030517578,73.32389831542969,115215200,0.010345233956487787,8448027609.191895
2020-05-08,AAPL,76.41000366210938,77.5875015258789,76.07250213623047,75.06913757324219,133838400,0.023801779473108686,10047133262.182617
2020-05-11,AAPL,77.0250015258789,79.26249694824219,76.80999755859375,76.25037384033203,145946400,0.01573531154447272,11128467560.650635
2020-05-12,AAPL,79.4574966430664,79.92250061035156,77.72750091552734,75.37895965576172,162301200,-0.011428326717388249,12234095606.881714
2020-05-13,AAPL,78.0374984741211,78.98750305175781,75.80249786376953,74.46883392333984,200622400,-0.01207400230221023,14940116186.901855
2020-05-14,AAPL,76.12750244140625,77.44750213623047,75.38249969482422,74.92633056640625,158929200,0.0061434645738829285,11907981775.854492
2020-05-15,AAPL,75.0875015258789,76.9749984741211,75.05249786376953,74.48334503173828,166348400,-0.00591228118765752,12390185272.677612
2020-05-18,AAPL,78.2925033569336,79.125,77.58000183105469,76.23825073242188,135178400,0.02356104844560636,10305764752.807617
2020-05-19,AAPL,78.75749969482422,79.62999725341797,78.25250244140625,75.7977066040039,101729600,-0.005778518318372394,7710870373.742676
2020-05-20,AAPL,79.16999816894531,79.87999725341797,79.12999725341797,77.27185821533203,111504800,0.01944849887120803,8616183095.928955
2020-05-21,AAPL,79.66500091552734,80.22250366210938,78.96749877929688,76.69577026367188,102688800,-0.007455339692424401,7875796613.452148
2020-05-22,AAPL,78.94249725341797,79.80750274658203,78.8375015258789,77.18954467773438,81803200,0.0064380918578033075,6314351761.181641
2020-05-26,AAPL,80.875,81.05999755859375,79.125,76.66670989990234,125522000,-0.006773388546529979,9623358760.055542
2020-05-27,AAPL,79.03500366210938,79.67749786376953,78.27249908447266,77.00074005126953,112945200,0.0043569125609186354,8696863985.238647
2020-05-28,AAPL,79.19249725341797,80.86000061035156,78.90750122070312,77.03462982177734,133560800,0.0004401226596686403,10288806786.70044
2020-05-29,AAPL,79.8125,80.2874984741211,79.11750030517578,76.95960235595703,153532400,-0.0009739446531240592,11815792452.755737
2020-06-01,AAPL,79.4375,80.5875015258789,79.30249786376953,77.90604400634766,80791200,0.012297902034538843,6294122782.525635
2020-06-02,AAPL,80.1875,80.86000061035156,79.73249816894531,78.26669311523438,87642800,0.004629282791683398,6859512131.359863
2020-06-03,AAPL,81.16500091552734,81.55000305175781,80.57499694824219,78.69759368896484,104491200,0.005505542096892135,8223206001.672363
2020-06-04,AAPL,81.09750366210938,81.40499877929688,80.19499969482422,78.0197982788086,87560400,-0.0086126573683446,6831444745.211792
2020-06-05,AAPL,80.8375015258789,82.9375,80.80750274658203,80.24189758300781,137250400,0.028481223397404998,11013232540.026855
2020-06-08,AAPL,82.5625,83.4000015258789,81.83000183105469,80.71631622314453,95654400,0.005912355694803306,7720870798.535156
2020-06-09,AAPL,83.03500366210938,86.40249633789062,83.00250244140625,83.26518249511719,147712400,0.03157807976427196,12299299942.791748
2020-06-10,AAPL,86.9749984741211,88.69249725341797,86.52249908447266,85.40739440917969,166651600,0.025727583245111152,14233278930.12085
2020-06-11,AAPL,87.32749938964844,87.76499938964844,83.87000274658203,81.30693054199219,201662400,-0.04801064235190833,16396550749.731445
2020-06-12,AAPL,86.18000030517578,86.94999694824219,83.55500030517578,82.00890350341797,200146000,0.0086336177832127,16413754000.595093
2020-06-15,AAPL,83.3125,86.41999816894531,83.1449966430664,83.02313232421875,138808800,0.012367301323063185,11524341370.166016
2020-06-16,AAPL,87.86499786376953,88.30000305175781,86.18000030517578,85.22339630126953,165428800,0.026501818414395473,14098404182.043457
2020-06-17,AAPL,88.7874984741211,88.8499984741211,87.77249908447266,85.10482788085938,114406400,-0.00139126607898854,9736536980.46875
2020-06-18,AAPL,87.85250091552734,88.36250305175781,87.30500030517578,85.13870239257812,96820400,0.0003980327857096011,8243163221.130371
2020-06-19,AAPL,88.66000366210938,89.13999938964844,86.2874984741211,84.65218353271484,264476000,-0.005714426532130168,22388470891.99829
2020-06-22,AAPL,87.83499908447266,89.86499786376953,87.7874984741211,86.86698913574219,135445200,0.026163596857148974,11765716716.888428
2020-06-23,AAPL,91.0,93.09500122070312,90.56749725341795,88.72114562988281,212155600,0.02134477679712421,18822687883.795166
2020-06-24,AAPL,91.25,92.19750213623048,89.62999725341797,87.155029296875,192623200,-0.017652120268387472,16788080639.257812
2020-06-25,AAPL,90.1750030517578,91.25,89.39250183105469,88.31206512451172,137522400,0.013275605974447213,12144887144.87915
2020-06-26,AAPL,91.10250091552734,91.33000183105467,88.25499725341797,85.59859466552734,205256800,-0.03072593144729019,17569693625.543213
2020-06-29,AAPL,88.3125,90.5425033569336,87.81999969482422,87.57136535644531,130646000,0.02304676494545821,11440848598.358154
2020-06-30,AAPL,90.0199966430664,91.49500274658205,90.0,88.30238342285156,140223200,0.008347683782601312,12382042771.1792
2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,88.13536071777344,110737200,-0.0018914858082403896,9759863066.87622
2020-07-02,AAPL,91.9625015258789,92.61750030517578,90.91000366210938,88.13536071777344,114041600,0.0,10051097552.832031
2020-07-06,AAPL,92.5,93.94499969482422,92.46749877929688,90.49300384521484,118655600,0.026750252205707037,10737501667.056274
2020-07-07,AAPL,93.85250091552734,94.65499877929688,93.05750274658205,90.2122039794922,112424400,-0.003103000826483071,10142052905.072023
2020-07-08,AAPL,94.18000030517578,95.375,94.08999633789062,92.31326293945312,117092000,0.02329018544362982,10809144584.106445
2020-07-09,AAPL,96.2624969482422,96.31749725341795,94.67250061035156,92.71023559570312,125642800,0.004300277594026403,11648373588.903809
2020-07-10,AAPL,95.33499908447266,95.9800033569336,94.70500183105467,92.87242889404295,90257200,0.0017494648492442089,8382405389.175414
2020-07-13,AAPL,97.26499938964844,99.95500183105467,95.25749969482422,92.44397735595705,191649200,-0.0046133340452926275,17716814305.087284
2020-07-14,AAPL,94.83999633789062,97.25499725341795,93.87750244140624,93.9737777709961,170989200,0.016548405410430567,16068501082.040405
2020-07-15,AAPL,98.98999786376952,99.24749755859376,96.48999786376952,94.62007904052734,153198000,0.006877463957086105,14495606868.850708
2020-07-16,AAPL,96.5625,97.40499877929688,95.90499877929688,93.4557647705078,110577600,-0.012305150046649671,10334114174.487303
2020-07-17,AAPL,96.9875030517578,97.14749908447266,95.83999633789062,93.26698303222656,92186800,-0.0020200117001323292,8597984711.395264
2020-07-20,AAPL,96.4175033569336,98.5,96.0625,95.2324676513672,90318000,0.02107374501930126,8601206013.336184
2020-07-21,AAPL,99.17250061035156,99.25,96.74250030517578,93.91812133789062,103433200,-0.013801451814608234,9714251827.966309
2020-07-22,AAPL,96.69249725341795,97.9749984741211,96.60250091552734,94.18196105957033,89001600,0.0028092525480836184,8382345225.439454
2020-07-23,AAPL,96.99749755859376,97.07749938964844,92.01000213623048,89.89510345458984,197004400,-0.04551675880128503,17709730919.0094
2020-07-24,AAPL,90.9875030517578,92.97000122070312,89.1449966430664,89.67241668701172,185438800,-0.0024771846187441326,16628745343.539429
2020-07-27,AAPL,93.70999908447266,94.90499877929688,93.4800033569336,91.79769897460938,121214000,0.023700513113364963,11127166283.5083
2020-07-28,AAPL,94.36750030517578,94.5500030517578,93.24749755859376,90.28968048095705,103625600,-0.01642762847540913,9356322313.647463
2020-07-29,AAPL,93.75,95.2300033569336,93.7125015258789,92.0203857421875,90329200,0.019168361788537647,8312127827.783203
2020-07-30,AAPL,94.1875,96.29750061035156,93.76750183105467,93.1338348388672,158130000,0.01210002639849006,14727253303.07007
2020-07-31,AAPL,102.88500213623048,106.41500091552734,100.8249969482422,102.88389587402344,374336800,0.1046887100915046,38513228353.01514
2020-08-03,AAPL,108.1999969482422,111.6374969482422,107.89250183105467,105.47634887695312,308151200,0.025197850265157307,32502663478.051758
2020-08-04,AAPL,109.13249969482422,110.79000091552734,108.3874969482422,106.1807098388672,173071600,0.00667790428293813,18376865340.94849
2020-08-05,AAPL,109.37750244140624,110.39250183105467,108.89749908447266,106.56558227539062,121776800,0.003624692631151838,12977215599.63379
2020-08-06,AAPL,110.40499877929688,114.4124984741211,109.79750061035156,110.2835693359375,202428800,0.03488919199952112,22324570600.390625
2020-08-07,AAPL,113.20500183105467,113.6750030517578,110.2925033569336,107.77619934082033,198045600,-0.022735662349478436,21344602064.172367
2020-08-10,AAPL,112.5999984741211,113.7750015258789,110.0,109.34268951416016,212403600,0.014534657771574588,23224780886.48987
2020-08-11,AAPL,111.97000122070312,112.48249816894533,109.10749816894533,106.0908432006836,187902400,-0.029739951778444573,19934724055.43213
2020-08-12,AAPL,110.49749755859376,113.2750015258789,110.29750061035156,109.61671447753906,165598000,0.033234454270345104,18152308684.051514
2020-08-13,AAPL,114.43000030517578,116.0425033569336,113.92749786376952,111.5566864013672,210082000,0.017697774769792396,23436051792.572025
2020-08-14,AAPL,114.83000183105467,115.0,113.04499816894533,111.45723724365234,165565200,-0.0008914674765172492,18453439775.69275
2020-08-17,AAPL,116.0625,116.0875015258789,113.9625015258789,111.16625213623048,119561600,-0.0026107331799886113,13291214971.411135
2020-08-18,AAPL,114.35250091552734,116.0,114.00749969482422,112.0925750732422,105633600,0.008332771135223238,11840742238.256838
2020-08-19,AAPL,115.98249816894533,117.1624984741211,115.61000061035156,112.23323059082033,145538000,0.0012548156511367203,16334199913.726809
2020-08-20,AAPL,115.75,118.39250183105467,115.73249816894533,114.72364044189452,126907200,0.02218959427581413,14559255982.287596
2020-08-21,AAPL,119.2624969482422,124.86750030517578,119.25,120.63561248779295,338054800,0.051532291192352364,40781447852.43835
2020-08-24,AAPL,128.69749450683594,128.78500366210938,123.9375,122.07846069335938,345937600,0.011960383636402838,42231529703.95508
2020-08-25,AAPL,124.69750213623048,125.18000030517578,123.05249786376952,121.07697296142578,211495600,-0.008203639907036209,25607247042.660522
2020-08-26,AAPL,126.18000030517578,126.99250030517578,125.0824966430664,122.72349548339844,163022400,0.01359897329525439,20006678770.092773
2020-08-27,AAPL,127.14250183105467,127.48500061035156,123.8324966430664,121.25640869140624,155552400,-0.011954408454660337,18861725387.329098
2020-08-28,AAPL,126.0124969482422,126.44249725341795,124.57749938964844,121.06000518798828,187630000,-0.0016197370970947311,22714488773.42224
2020-08-31,AAPL,127.58000183105467,131.0,126.0,125.1654052734375,225702700,0.03391210895021968,28250169916.809082
2020-09-01,AAPL,132.75999450683594,134.8000030517578,130.52999877929688,130.1510772705078,151948100,0.03983266771020766,19776208904.20685
2020-09-02,AAPL,137.58999633789062,137.97999572753906,127.0,127.4545440673828,200119000,-0.020718485468395387,25506075904.220577
2020-09-03,AAPL,126.91000366210938,128.83999633789062,120.5,117.25041198730467,257599600,-0.08006095157096471,30203659227.76489
2020-09-04,AAPL,120.06999969482422,123.6999969482422,110.88999938964844,117.32801055908205,332607200,0.0006618191822282959,39024141073.62672
2020-09-08,AAPL,113.9499969482422,118.98999786376952,112.68000030517578,109.4324188232422,231366600,-0.06729502783023766,25319006672.90955
2020-09-09,AAPL,117.26000213623048,119.13999938964844,115.26000213623048,113.79730987548828,176940500,0.03988663596384856,20135352908.023834
2020-09-10,AAPL,120.36000061035156,120.5,112.5,110.08229064941406,182274400,-0.032645931877818724,20065183478.74756
2020-09-11,AAPL,114.56999969482422,115.2300033569336,110.0,108.6370620727539,180860300,-0.013128620127127122,19648131637.596893
2020-09-14,AAPL,114.72000122070312,115.93000030517578,112.8000030517578,111.89616394042967,140150100,0.029999908000946762,15682258565.867613
2020-09-15,AAPL,118.33000183105467,118.83000183105467,113.61000061035156,112.07073974609376,184642000,0.0015601589859419729,20692965528.198246
2020-09-16,AAPL,115.2300033569336,116.0,112.04000091552734,108.76315307617188,154679000,-0.029513383041956498,16823375754.66919
2020-09-17,AAPL,109.72000122070312,112.1999969482422,108.70999908447266,107.0268783569336,178011000,-0.015963813756137535,19051961643.196106
2020-09-18,AAPL,110.4000015258789,110.87999725341795,106.08999633789062,103.63198852539062,287104900,-0.03171997430609019,29753251702.383423
2020-09-21,AAPL,104.54000091552734,110.19000244140624,103.0999984741211,106.77471160888672,195713800,0.03032580121461348,20897284552.879333
2020-09-22,AAPL,112.68000030517578,112.86000061035156,109.16000366210938,108.45275115966795,183055400,0.015715702018731292,19852861744.63348
2020-09-23,AAPL,111.62000274658205,112.11000061035156,106.7699966430664,103.90357971191406,150718700,-0.04194611385244107,15660212459.526062
2020-09-24,AAPL,105.16999816894533,110.25,105.0,104.97055053710938,167743300,0.010268855299823354,17608106549.9115
2020-09-25,AAPL,108.43000030517578,112.44000244140624,107.66999816894533,108.90863800048828,149981400,0.037516117075014455,16334269999.406433
2020-09-28,AAPL,115.01000213623048,115.31999969482422,112.77999877929688,111.50817108154295,137672400,0.023868933895243583,15351597532.406614
2020-09-29,AAPL,114.5500030517578,115.30999755859376,113.56999969482422,110.66429901123048,99382200,-0.007567804781726473,10998061497.19391
2020-09-30,AAPL,113.79000091552734,117.26000213623048,113.62000274658205,112.3326416015625,142675200,0.015075707389270221,16027082107.03125
2020-10-01,AAPL,117.63999938964844,117.72000122070312,115.83000183105467,113.2832260131836,116120400,0.008462227880234208,13154493517.941284
2020-10-02,AAPL,112.88999938964844,115.37000274658205,112.22000122070312,109.62643432617188,144712000,-0.03228008078253486,15864260564.208984
2020-10-05,AAPL,113.91000366210938,116.6500015258789,113.5500030517578,113.0019073486328,106243800,0.030790685140938523,12005752043.966673
2020-10-06,AAPL,115.6999969482422,116.12000274658205,112.25,109.76220703125,161498200,-0.028669430396317974,17726398863.57422
2020-10-07,AAPL,114.62000274658205,115.5500030517578,114.12999725341795,111.62457275390624,96849000,0.016967276561102862,10810728246.643064
2020-10-08,AAPL,116.25,116.4000015258789,114.58999633789062,111.51787567138672,83477200,-0.000955856581460357,9309200010.995483
2020-10-09,AAPL,115.27999877929688,117.0,114.91999816894533,113.4578094482422,100506900,0.017395720328926778,11403292708.433535
2020-10-12,AAPL,120.05999755859376,125.18000030517578,119.27999877929688,120.66472625732422,240226800,0.06352067648873216,28986901061.672974
2020-10-13,AAPL,125.2699966430664,125.38999938964844,119.6500015258789,117.46379852294922,262330500,-0.026527452004066587,30814336998.42453
2020-10-14,AAPL,121.0,123.02999877929688,119.62000274658205,117.55111694335938,150712000,0.0007433645217347351,17716363936.76758
2020-10-15,AAPL,118.72000122070312,121.1999969482422,118.1500015258789,117.08551025390624,112559200,-0.003960886987381729,13179051365.771482
2020-10-16,AAPL,121.27999877929688,121.5500030517578,118.80999755859376,115.44627380371094,115393800,-0.014000335708838185,13321784230.05066
2020-10-19,AAPL,119.95999908447266,120.41999816894533,115.66000366210938,112.49755096435548,120639300,-0.0255419490140415,13571625800.05417
2020-10-20,AAPL,116.1999969482422,118.9800033569336,115.62999725341795,113.98159790039062,124423700,0.013191815495657844,14182012142.678833
2020-10-21,AAPL,116.66999816894533,118.70999908447266,116.4499969482422,113.3608169555664,89946000,-0.005446326040864258,10196352041.885376
2020-10-22,AAPL,117.4499969482422,118.04000091552734,114.58999633789062,112.2744598388672,101988000,-0.009583180025290572,11450647610.046389
2020-10-23,AAPL,116.38999938964844,116.5500030517578,114.27999877929688,111.58576965332033,82572600,-0.006133987966054466,9213927123.275759
2020-10-26,AAPL,114.01000213623048,116.5500030517578,112.87999725341795,111.595458984375,111850700,8.683303511536344e-05,12482030204.223633
2020-10-27,AAPL,115.48999786376952,117.27999877929688,114.54000091552734,113.09893035888672,92276800,0.013472513919425833,10436407376.940918
2020-10-28,AAPL,115.0500030517578,115.43000030517578,111.0999984741211,107.86106872558594,143937800,-0.04631221194294188,15525284938.009644
2020-10-29,AAPL,112.37000274658205,116.93000030517578,112.1999969482422,111.85734558105467,146129200,0.03705022491141663,16345624423.883055
2020-10-30,AAPL,111.05999755859376,111.98999786376952,107.72000122070312,105.59132385253906,190272600,-0.056017972677307015,20091135726.864624
2020-11-02,AAPL,109.11000061035156,110.68000030517578,107.31999969482422,105.50403594970705,122866900,-0.0008266579075560943,12962953834.62906
2020-11-03,AAPL,109.66000366210938,111.48999786376952,108.7300033569336,107.1239013671875,107624400,0.015353587214925524,11529145610.302734
2020-11-04,AAPL,114.13999938964844,115.58999633789062,112.3499984741211,111.49846649169922,138235500,0.04083649931229694,15413046264.713287
2020-11-05,AAPL,117.9499969482422,119.62000274658205,116.87000274658205,115.45597839355467,126387100,0.03549386844840674,14592146286.824034
2020-11-06,AAPL,118.31999969482422,119.1999969482422,116.12999725341795,115.32479095458984,114457900,-0.0011362550540054972,13199833390.601349
2020-11-09,AAPL,120.5,121.98999786376952,116.0500030517578,113.02198791503906,154515300,-0.01996797930860794,17463626369.288635
