date,ticker,open,high,low,close,usd_volume,daily_return
2020-01-01,ADA,0.0328320004045963,0.0338129997253418,0.0327039994299411,0.0334579981863498,22948374,
2020-01-02,ADA,0.0334739983081817,0.0335070006549358,0.0324480012059211,0.0327510014176368,20843934,-0.021130874739584304
2020-01-03,ADA,0.0327479988336563,0.0344269983470439,0.032490998506546,0.034180000424385,30162644,0.043632223287641825
2020-01-04,ADA,0.0341910012066364,0.0346850007772445,0.0338720008730888,0.034595001488924,29535781,0.012141634271102042
2020-01-05,ADA,0.0345739983022213,0.0353560000658035,0.034545000642538,0.0347209982573986,21479178,0.003642051251679712
2020-01-06,ADA,0.0347510017454624,0.0372989997267723,0.0346739999949932,0.037271998822689,37988444,0.0734714061611641
2020-01-07,ADA,0.0372910015285015,0.037806998938322,0.0366530008614063,0.0370469987392425,51562680,-0.00603670558471725
2020-01-08,ADA,0.0370550006628036,0.0385509990155696,0.0360150001943111,0.0364350005984306,49193345,-0.016519506616972768
2020-01-09,ADA,0.0364449992775917,0.0364449992775917,0.0356729999184608,0.0363590009510517,26562776,-0.002085896696325973
2020-01-10,ADA,0.0363349989056587,0.0369799993932247,0.0348070003092289,0.0368739999830722,47483943,0.014164278955679066
2020-01-11,ADA,0.0368539988994598,0.0375789999961853,0.0365220010280609,0.0368250012397766,63485488,-0.0013288155154876913
2020-01-12,ADA,0.036821000277996,0.0377480015158653,0.0365800000727176,0.0376899987459182,56546260,0.023489408744602258
2020-01-13,ADA,0.037696000188589,0.0379440002143383,0.0367759987711906,0.036965999752283,56296775,-0.019209313285360796
2020-01-14,ADA,0.037041001021862,0.0422190017998218,0.0369689986109733,0.0416599996387958,125280206,0.12698154839496523
2020-01-15,ADA,0.0415799990296363,0.0429579988121986,0.0404069982469081,0.042553000152111,111350540,0.02143544217613469
2020-01-16,ADA,0.0425719991326332,0.0430909991264343,0.0402240008115768,0.0413910001516342,76686221,-0.027307122795644956
2020-01-17,ADA,0.0414349995553493,0.0456789992749691,0.0411060005426406,0.0449780002236366,106282894,0.08666135292362043
2020-01-18,ADA,0.0449850000441074,0.0455439984798431,0.0432390011847019,0.0448510013520717,89192476,-0.0028235775475442537
2020-01-19,ADA,0.0448510013520717,0.0457650013267993,0.0414119996130466,0.0419789999723434,91187159,-0.06403427556017405
2020-01-20,ADA,0.0419199988245964,0.0442960001528263,0.0419199988245964,0.0438730008900165,70100648,0.045117818883749106
2020-01-21,ADA,0.0438110008835792,0.0465480014681816,0.0434690006077289,0.0459889993071556,95915865,0.0482300816952006
2020-01-22,ADA,0.0459389984607696,0.0463350005447864,0.0453130006790161,0.0456539988517761,67145740,-0.007284360617243912
2020-01-23,ADA,0.0456589981913566,0.045814000070095,0.0422310009598732,0.043333999812603,75034253,-0.05081699517068372
2020-01-24,ADA,0.0433799996972084,0.0452429987490177,0.0414480008184909,0.0450039990246295,77503651,0.03853785063110693
2020-01-25,ADA,0.0449680015444755,0.0451849997043609,0.0430710017681121,0.043248001486063,57389976,-0.03901870004053409
2020-01-26,ADA,0.0432469993829727,0.044633001089096,0.0429949983954429,0.0445809997618198,62759585,0.03082219362636618
2020-01-27,ADA,0.0446269996464252,0.0487979985773563,0.0442299991846084,0.0479120016098022,97006750,0.07471797101408084
2020-01-28,ADA,0.0478390008211135,0.0543279983103275,0.0474830009043216,0.0528570003807544,207996791,0.10321002264160306
2020-01-29,ADA,0.052896998822689,0.0573019981384277,0.0525499992072582,0.0535140000283718,187136958,0.012429756567431172
2020-01-30,ADA,0.0534689985215663,0.0568800009787082,0.0523680001497268,0.0560699999332428,153009928,0.04776320034973791
2020-01-31,ADA,0.0560339987277984,0.0565669983625412,0.0522699989378452,0.0537929981946945,130754832,-0.04060998290100426
2020-02-01,ADA,0.0538359992206096,0.0571479983627796,0.0532810017466545,0.0560920014977455,110646744,0.04273796553838016
2020-02-02,ADA,0.0561099983751773,0.0584499984979629,0.0549249984323978,0.0557680018246173,161454527,-0.005776218791929133
2020-02-03,ADA,0.0557239986956119,0.0577119998633861,0.0553800016641616,0.0569790005683898,106658349,0.021714938748942814
2020-02-04,ADA,0.0569659993052482,0.0576630011200904,0.054237000644207,0.0559960007667541,108933031,-0.017251966370590233
2020-02-05,ADA,0.0559849999845027,0.0598509982228279,0.0556749999523162,0.0592309981584548,138149931,0.05777193634194999
2020-02-06,ADA,0.0592430010437965,0.0605800002813339,0.0582589991390705,0.0597570016980171,136652023,0.008880544915943034
2020-02-07,ADA,0.0597559995949268,0.062279999256134,0.0595749989151954,0.0597900003194808,132154530,0.0005522134733342288
2020-02-08,ADA,0.0597519986331462,0.0611429996788501,0.0576069988310337,0.059944000095129,135969080,0.002575677786006425
2020-02-09,ADA,0.0599379986524581,0.0622150003910064,0.0598980002105236,0.0618089996278286,137945919,0.031112363701786938
2020-02-10,ADA,0.0618240013718605,0.0619410015642643,0.0584659986197948,0.060394000262022,137083309,-0.022893096059259266
2020-02-11,ADA,0.0603450015187263,0.063228003680706,0.0589179992675781,0.063228003680706,203550299,0.04692524764692774
2020-02-12,ADA,0.0631930008530616,0.0701730027794838,0.0631930008530616,0.0683730021119117,220517194,0.08137214733502174
2020-02-13,ADA,0.0683329999446868,0.0720700025558471,0.0659879967570304,0.0685809999704361,251519041,0.0030421051014251077
2020-02-14,ADA,0.0685869976878166,0.0709889978170394,0.0674649998545646,0.0705799981951713,183283803,0.029147988883173603
2020-02-15,ADA,0.0705799981951713,0.0711399987339973,0.0627579987049102,0.0638630017638206,190925361,-0.0951685548755119
2020-02-16,ADA,0.0639889985322952,0.0669310018420219,0.0573850013315677,0.0626540035009384,206918460,-0.01893112176833378
2020-02-17,ADA,0.062559999525547,0.062559999525547,0.0560359992086887,0.0600420013070106,198079706,-0.041689310307020944
2020-02-18,ADA,0.0600599981844425,0.0630379989743232,0.0582830011844635,0.0625969991087913,184674402,0.04255350831356064
2020-02-19,ADA,0.0626040026545524,0.0628689974546432,0.0573729984462261,0.0576450005173683,166141953,-0.07910920111068909
2020-02-20,ADA,0.0574299991130828,0.0586760006844997,0.0559360012412071,0.0582600012421608,201763470,0.010668760851293424
2020-02-21,ADA,0.0581859983503818,0.0599140003323555,0.0576619990170002,0.0586399994790554,180464941,0.006522455008456385
2020-02-22,ADA,0.0585770010948181,0.0590230002999305,0.0569810010492801,0.0583360008895397,132866697,-0.005184150617605021
2020-02-23,ADA,0.058322999626398,0.0617429986596107,0.0581910014152526,0.0615100003778934,190486307,0.05440893170520433
2020-02-24,ADA,0.0615440011024475,0.0616980008780956,0.0575190000236034,0.0589599981904029,203582108,-0.041456709020066373
2020-02-25,ADA,0.0589529983699321,0.0589759983122348,0.0561459995806217,0.0563639998435974,178219320,-0.04402982405837419
2020-02-26,ADA,0.0562959983944892,0.0564900003373622,0.0473739989101886,0.0494530014693737,207080423,-0.12261369656874599
2020-02-27,ADA,0.0494359992444515,0.0519189983606338,0.0465109981596469,0.049685001373291,158104507,0.004691320992133763
2020-02-28,ADA,0.0496620014309883,0.05120600014925,0.0470810011029243,0.0486159995198249,153965237,-0.021515584661747855
2020-02-29,ADA,0.0486080013215541,0.0498789995908737,0.0475409999489784,0.0475409999489784,94074240,-0.02211205326362009
2020-03-01,ADA,0.0475060008466243,0.0481670014560222,0.0452620014548301,0.0459319986402988,96716581,-0.03384449865182482
2020-03-02,ADA,0.0458839982748031,0.0496339984238147,0.0455880016088485,0.0489530004560947,106582073,0.06577118142526017
2020-03-03,ADA,0.0489129982888698,0.0493689998984336,0.0478430017828941,0.048760998994112,117373434,-0.00392215921789929
2020-03-04,ADA,0.048760998994112,0.0502680018544197,0.0482340008020401,0.0490039996802806,136505373,0.004983505079499073
2020-03-05,ADA,0.049015000462532,0.0523069985210895,0.049015000462532,0.0510569997131824,112291734,0.041894540166033334
2020-03-06,ADA,0.0510409995913505,0.0517220012843608,0.0502719990909099,0.0514479987323284,100834829,0.007658088437285215
2020-03-07,ADA,0.0515279993414878,0.0516999997198581,0.0485539995133876,0.0489449985325336,90448414,-0.04865107023535187
2020-03-08,ADA,0.0489270016551017,0.0489270016551017,0.0429809987545013,0.0432909987866878,111437013,-0.11551741578023744
2020-03-09,ADA,0.0432309992611408,0.0439470000565052,0.0392710007727146,0.041482001543045,125578007,-0.041786914008532294
2020-03-10,ADA,0.0415540002286434,0.0429559983313083,0.0407660007476806,0.0414949990808963,103411534,0.00031332957349738955
2020-03-11,ADA,0.0414940007030963,0.0417300015687942,0.0376560017466545,0.0396489985287189,103084587,-0.04448730191748029
2020-03-12,ADA,0.0396270006895065,0.0397009998559951,0.0239610001444816,0.0239610001444816,179944370,-0.3956719959237819
2020-03-13,ADA,0.0239540003240108,0.0292279999703168,0.0191300008445978,0.0284369997680187,202296978,0.18680353894025403
2020-03-14,ADA,0.0284620001912117,0.0289760008454322,0.0257450006902217,0.0260090008378028,65051356,-0.08538168407436986
2020-03-15,ADA,0.0259589999914169,0.0287890005856752,0.0258210003376007,0.0271199997514486,67311254,0.04271593978462329
