date,ADA,BTC,DOGE,ETH,LINK
2020-01-02,-0.021130874739584304,-0.029819292162590716,-0.011805303201513406,-0.025930970201487602,-0.03625298123844645
2020-01-03,0.043632223287641825,0.05145166344511276,0.06769542505737114,0.053068978168561154,0.039378741585348376
2020-01-04,0.012141634271102042,0.008954866877941559,0.04475525917739298,0.0066903769863495555,0.016812078257914642
2020-01-05,0.003642051251679712,8.914790612779555e-05,0.07942880546145248,0.008939204731726713,-0.017578083245347376
2020-01-06,0.0734714061611641,0.04829126010697582,0.01818928024242017,0.05890493095145177,0.0717336102198669
2020-01-07,-0.00603670558471725,0.050773846435889336,-0.012180266699354125,-0.005267778753292318,0.09116652596134678
2020-01-08,-0.016519506616972768,-0.010268587535248286,-0.05754209110250896,-0.015924443349786155,0.03287824638526149
2020-01-09,-0.002085896696325973,-0.024850855645838776,-0.01613608763286023,-0.016133093484380745,0.0011188260526295846
2020-01-10,0.014164278955679066,0.03648690303834745,0.044326270046809224,0.03586560638444225,0.01734178184338142
2020-01-11,-0.0013288155154876913,-0.015798168776598898,-0.01782686195584815,-0.007200886928300676,0.026658776409847373
2020-01-12,0.023489408744602258,0.019279106453440997,0.028954212051385042,0.0206176641057616,-0.016666610975549667
2020-01-13,-0.019209313285360796,-0.005895616628883604,-0.009659782695958241,-0.01129289411687917,-0.023490228651902867
2020-01-14,0.12698154839496523,0.08393344808628167,0.04749784572409155,0.15065709666300386,0.09006989484563288
2020-01-15,0.02143544217613469,-0.002350980919464507,-0.04089062341959382,0.0016590582058744197,0.006297336014876365
2020-01-16,-0.027307122795644956,-0.009449813541879348,-0.01013093356928818,-0.01106700566380281,0.033057224473974633
2020-01-17,0.08666135292362043,0.02352785247141642,0.061833764276905345,0.038864331269726105,0.0964508006210738
2020-01-18,-0.0028235775475442537,0.0015422162701026476,0.006827267440750351,0.02685165206055795,0.018353207901351976
2020-01-19,-0.06403427556017405,-0.026452928527155417,-0.04068611020789337,-0.047876120324395366,-0.055929384707411156
2020-01-20,0.045117818883749106,-0.005582491465413786,-0.012889814661013133,0.0009023502412968121,0.029915763567740727
2020-01-21,0.0482300816952006,0.010193531591149663,0.0008424664278656735,0.01541788519604359,-0.008804775833594625
2020-01-22,-0.007284360617243912,-0.007434180055016837,-0.02230637181841444,-0.008267668638293424,-0.01046097173622118
2020-01-23,-0.05081699517068372,-0.03160514587505292,-0.023676260565434815,-0.03188227458323378,-0.06935066632120845
2020-01-24,0.03853785063110693,0.004629616722148233,0.0035273636570054556,0.0007525975197246737,0.0171726397461216
2020-01-25,-0.03901870004053409,-0.00918684685986848,-0.008348042105075781,-0.01083857506306074,-0.019112023383468624
2020-01-26,0.03082219362636618,0.027364554337216074,0.021267227997925353,0.04211930401638453,0.046836889160168926
2020-01-27,0.07471797101408084,0.036407519395889265,0.027331892241338362,0.016979054481661038,0.014804102022279553
2020-01-28,0.10321002264160306,0.05036808165148732,0.034628345576104724,0.03182234945202822,0.017506916431094144
2020-01-29,0.012429756567431172,-0.004483577295090302,-0.02448979203946744,-0.007484121137455557,0.04895235370802209
2020-01-30,0.04776320034973791,0.02064730312029206,0.02092046622241983,0.05507065446349446,0.04583446893540555
2020-01-31,-0.04060998290100426,-0.016664631518128026,-0.018852412087342896,-0.024529169377575544,-0.030620422055831376
2020-02-01,0.04273796553838016,0.00452869583961979,0.011695897901499386,0.019503637552609865,0.0053693743531448845
2020-02-02,-0.005776218791929133,-0.0051645279666768795,0.018992520099465837,0.026915021164291897,-0.0022444805899376474
2020-02-03,0.021714938748942814,-0.005441113304621492,-0.011345211155618928,0.006614061907548319,-0.020448532267358543
2020-02-04,-0.017251966370590233,-0.012111511652417528,0.025819678388356415,-0.00323635857181348,-0.012087202669447739
2020-02-05,0.05777193634194999,0.047104093835473426,0.031562180154368624,0.07915243155799545,0.038125978779856906
2020-02-06,0.008880544915943034,0.012105773319493585,0.027498001281561324,0.039704408845708805,0.013723842277025167
2020-02-07,0.0005522134733342288,0.006797836503646293,0.043724068738817845,0.04891694034731908,0.1469312972152863
2020-02-08,0.002575677786006425,0.007061676319697785,0.14084513911148688,0.0018877716176568526,0.0320157348254726
2020-02-09,0.031112363701786938,0.02549940694219166,0.02310853298125015,0.02434298655714895,0.01840877112094308
2020-02-10,-0.022893096059259266,-0.025706324471686526,-0.076113866289791,-0.02211870728715548,-0.018931007312490422
2020-02-11,0.04692524764692774,0.03567402510806805,0.018419352796294364,0.055155431331365135,0.16534592940386839
2020-02-12,0.08137214733502174,0.011541499979814906,0.017099614761363346,0.12531177329455678,0.012466129081879274
2020-02-13,0.0030421051014251077,-0.010814856987217514,-0.021661831146349786,0.010147147902660691,-0.037435883584562735
2020-02-14,0.029147988883173603,0.009568503349817403,0.03436883467182694,0.060120481598565645,0.13935915308262015
2020-02-15,-0.0951685548755119,-0.0409897830477971,-0.06709264011197424,-0.06857045116097638,-0.02485338820134053
2020-02-16,-0.01893112176833378,0.004551203932625647,-0.05000005980237099,-0.018259692118138604,0.04634746078882279
2020-02-17,-0.041689310307020944,-0.024590331529186438,-0.022350399383460062,0.02488976929932618,-0.045993348882180096
2020-02-18,0.04255350831356064,0.0466302236506857,0.04682892295821617,0.05849581534422277,0.05743251303531571
2020-02-19,-0.07910920111068909,-0.05014884351152826,-0.07573089468314032,-0.07867008126631714,-0.03135501787012385
2020-02-20,0.010668760851293424,-0.0025859164113087862,0.013338427686820253,-0.006985241682689214,-0.02952682755071634
2020-02-21,0.006522455008456385,0.008114275736580634,-0.0041369250838623195,0.029661444062387243,0.004843648655739052
2020-02-22,-0.005184150617605021,-0.002401270461409255,-0.01774920463449059,-0.012307540639357906,-0.04406295765249968
2020-02-23,0.05440893170520433,0.02704430011708836,0.030372896042578423,0.04354190965516169,0.03425446944342858
2020-02-24,-0.041456709020066373,-0.027642741538078885,-0.03358208566219312,-0.031187544424001845,-0.07772114987541046
2020-02-25,-0.04402982405837419,-0.031965195740564556,-0.04401542076050524,-0.06560239946277657,-0.10235115960673846
2020-02-26,-0.12261369656874599,-0.05579095174048332,-0.05533113059496475,-0.08932912521133263,0.024941184358955315
2020-02-27,0.004691320992133763,-0.0040846016176541156,-0.006413045523216199,0.0047550462867866905,0.09661113183978709
2020-02-28,-0.021515584661747855,-0.012754184897438958,-0.015060255448467563,3.135827774425337e-05,0.05402301515649932
2020-02-29,-0.02211205326362009,-0.008411261679117432,-0.0235910643483489,-0.030481443479889903,-0.012823209662336521
2020-03-01,-0.03384449865182482,-0.0043089307085921735,0.017897123650889357,-0.003993269846346403,-0.055739484821386576
2020-03-02,0.06577118142526017,0.03587941221856461,0.03252741184137742,0.05297141408109862,0.08647272012601315
2020-03-03,-0.00392215921789929,-0.009231886844013548,0.0638569521804182,-0.026413474337024234,0.08745541325254447
2020-03-04,0.004983505079499073,-0.0037028710724991143,-0.040416102564015954,0.0001708187820721463,0.013360418693309173
2020-03-05,0.041894540166033334,0.03695117168590434,0.045037483984437854,0.02115738673549905,0.016444511195512712
2020-03-06,0.007658088437285215,0.004822595830994203,-0.003990453386142234,0.06218529788383864,-0.00905608590161966
2020-03-07,-0.04865107023535187,-0.02330399860322019,-0.03645833236162577,-0.023292079775564245,-0.07137007605650536
2020-03-08,-0.11551741578023744,-0.08999349283790192,-0.09064450622284403,-0.1562478428836651,-0.05867567119058681
2020-03-09,-0.041786914008532294,-0.022751484424786028,0.01234577364451872,0.006464088036532978,-0.006297904709314683
2020-03-10,0.00031332957349738955,-0.0017561412564156553,-0.003161722223144703,-0.0060354861869903464,0.005171632709884522
2020-03-11,-0.04448730191748029,0.00021501160000858555,-0.010421360159247328,-0.029380849618490967,-0.0654637134876428
2020-03-12,-0.3956719959237819,-0.37169538560117077,-0.2962454781124769,-0.42347221465293305,-0.45913036657215944
2020-03-13,0.18680353894025403,0.11928067241286833,0.13077425129299303,0.18562727860573358,0.17258791283592467
2020-03-14,-0.08538168407436986,-0.06530552710121185,-0.04142690892663836,-0.07429170741922186,-0.114663983450084
2020-03-15,0.04271593978462329,0.036910617960911996,0.011404578811699873,0.015475962795865161,-0.016004999017859345
2020-03-16,-0.11058260614965565,-0.07006915676163483,-0.058160264860387834,-0.1166674150987117,-0.15614086291432527
2020-03-17,0.04651547278917145,0.04210793838741411,0.0,0.030169066268947553,0.03535529838205731
2020-03-18,0.0036841901762032503,0.0024512036855608432,-0.013232468417169185,0.007894498612091683,0.02436228088123804
2020-03-19,0.20188667080179057,0.18187755736638023,0.13218386959468087,0.1894040141620661,0.1901605129087618
2020-03-20,-0.03556532268640755,0.001225199953657663,0.0,-0.02823472111521519,0.0005492826216144664
2020-03-21,0.0015663267652172852,-0.00221203491300348,0.006768175399611387,0.0006143190364296114,0.010549855033358924
2020-03-22,-0.07904400089136432,-0.05736583896317804,-0.03025207080689074,-0.07150768570449428,-0.12447091912923836
2020-03-23,0.07357231813201337,0.10052048673231173,0.04274984419110872,0.09398593784316334,0.12516080710346178
2020-03-24,0.03717072902042262,0.04963733427047878,0.025484765007435017,0.028536004986446484,0.03132734937540915
2020-03-25,-0.024036045762912406,-0.007979552925792555,-0.009184231742806803,-0.01848893815284358,-0.020894374000389626
2020-03-26,0.04378696674838478,0.005295181540467819,0.004362083389907401,0.015901101242766114,0.015693786002690002
2020-03-27,-0.046408699383677754,-0.03672214358569481,-0.019001103480691728,-0.031971413141401506,-0.052357106514035356
2020-03-28,0.016040386870262324,-0.035179534234601295,-0.01604869265661668,-0.022035925578709925,-0.017591140138273675
2020-03-29,-0.05112360590981124,-0.051288198783903005,-0.03093367181509299,-0.04124672033266186,-0.05220310387786675
2020-03-30,0.05748880428187397,0.08574723804008189,0.06268137531156892,0.05829424129056493,0.06327975540870967
2020-03-31,0.022763016084668575,0.0013690436954885143,-0.010922949077979083,0.005184366716448396,0.05434581986361553
2020-04-01,0.009884462108401548,0.026112924097839496,0.030922119887570654,0.01527757028175758,0.003486684659816275
2020-04-02,0.03659054864090727,0.028281287899985408,0.008034278357212488,0.047145747088574996,0.010292479422000289
2020-04-03,0.009723561668087966,-0.008866740365705117,-0.015409132738661402,0.0004376869758151436,0.0014589706079313203
2020-04-04,0.006502503194383058,0.01992164308903499,0.014570951116949615,0.02201459263306571,0.009173624907841793
2020-04-05,-0.015443710121168075,-0.011124520572645125,-0.007978722251444248,-0.011518742372937596,-0.02101611955669269
2020-04-06,0.11289562948011223,0.0707764242948763,0.0616621686033656,0.17826423737809294,0.10366943672250861
2020-04-07,-0.013448950938941495,-0.013114627068677276,0.008585924211278018,-0.023850264996428838,0.0813916912713708
2020-04-08,0.033497395095872795,0.02197254365887824,0.007511207233227735,0.045667511481618295,0.15491477891992633
2020-04-09,-0.003194307734998847,-0.004364445986660415,0.004473195197978841,-0.010626600139346465,0.05818750165197084
2020-04-10,-0.08240786832985492,-0.05979058460566089,-0.026224610256387892,-0.07256546063848213,-0.031488148959166073
2020-04-11,0.004184796823358594,-0.0009336774645052337,0.011178828123663997,-0.0012399681825301379,0.020270804561753675
2020-04-12,0.013551617732531662,0.016329994685138294,0.0,0.01849627417518529,0.05493041013453959
2020-04-13,-0.02067676070547131,-0.018082418492216368,-0.015577890917064519,-0.030177461003746964,-0.026802546290096152
2020-04-14,-0.004017286642547302,-0.0003812781513637953,0.0025523420278221742,0.008426140484949274,-0.03944237390341454
2020-04-15,-0.03369323533442392,-0.029275847531044064,-0.012219992706843819,-0.02734513160377705,-0.03332734504871615
2020-04-16,0.0798731790207563,0.07146740203164859,0.04536087039775949,0.12310565300359055,0.10854310105729637
2020-04-17,0.004795412721962489,-0.002897315751431484,-0.00739650574947015,-0.003013514905287895,0.002421132422416372
2020-04-18,0.05727010234985408,0.02275595669052466,0.02384507381590617,0.08899759665861406,0.08812449824421464
2020-04-19,-0.02016251124502011,-0.009402505352301915,-0.001455615093128415,-0.02835015946648367,-0.03856020460550158
2020-04-20,-0.04576159805555979,-0.04276646838190479,-0.03692911099085816,-0.05130521634525309,-0.049274939231435555
2020-04-21,0.015302607201687746,-0.00023761461322069355,-0.00554987445119115,0.0025568412529346496,0.005190939158340457
2020-04-22,0.05357354120525626,0.034429236680519004,0.02029418404201766,0.05709163292415953,0.0582622587277275
2020-04-23,0.11067043607875182,0.043910071328696176,0.017901562535679538,0.013302836854422573,0.012557041226260335
2020-04-24,0.031104544643021592,0.016309658285092787,0.027357088959485187,0.022743865494742277,0.021418764061858386
2020-04-25,0.01289766502925338,0.002520911948821203,0.0185449667615718,0.0331772757444222,-0.00044866464930481964
2020-04-26,0.08184772217318081,0.014522071498782596,0.1246498301053569,0.00921785043358514,-0.02269469203996899
2020-04-27,0.015737096597391087,0.015069777105927384,-0.022415918077610675,-0.00047040529712105705,-0.020146193891873554
2020-04-28,0.012746454435201393,0.001469741643032707,-0.0067940080564558025,0.006037143067803674,0.009178125739759846
2020-04-29,0.09534912155529152,0.1273180520232342,0.07610087628532969,0.09350505112105334,0.06278196586147766
2020-04-30,-0.0744559379123585,-0.01618949646720247,-0.029400117460596564,-0.04316844161041067,-0.04751373675086623
2020-05-01,0.07135387586762487,0.023816089558295506,0.020875940722030473,0.03187372256679111,0.01685454461098268
2020-05-02,-0.004799054883788956,0.013968791699848548,0.022053002488509943,0.005164233538947682,0.01030847077708974
